,Identifier,Collection_count,Collection_Description_count,Title_count,Personal_Name_count,Corporate_Name_count,Role_count,Description_count,Note_count,Type_count,Genre_count,Form_count,Language_count,Rights_count,Owning_Institution_count,Digital_Format_count,Digital_Origin_count,Time_Period_count,File_Name_count,Subject_Topic_count,Subject_Personal_Name_count,Subject_Corporate_Name_count,Location_count,Publisher_count,Place_of_Publication_count,Extent_count,Date_Created_count,Date_Issued_count
408,701-151-005-2511-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,7,3,2,1,1,0,4,0,0
409,701-151-005-2508-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,5,0,1,1,0,0,2,0,1
410,701-151-005-4997-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,7,0,0,1,0,0,1,0,1
411,701-151-005-2507-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,1,0,1
412,701-151-005-2504-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
413,701-151-005-2497-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,1,0,1,0,0
414,701-151-005-2502-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,5,0,2,1,1,0,1,0,0
415,701-151-005-2755-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,8,0,1,1,1,0,4,0,0
416,701-151-005-2755-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,0,1,0,0,3,0,0
417,701-151-005-2755-016,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,0,1,1,0,2,0,0
418,701-151-005-2755-004,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,0,1,1,0,3,0,0
419,701-151-005-2755-015,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,1,1,1,0,5,0,0
420,701-151-005-2533-004,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
421,701-151-005-2533-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,1,1,1,0,3,0,0
422,701-151-005-2533-035,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,8,0,1,1,1,0,4,0,0
423,701-151-005-2533-020,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,0,1,1,1,0,2,0,0
424,701-151-005-2533-019,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,1,1,1,1,0,3,0,0
425,701-151-005-2533-039,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,8,0,2,1,1,0,3,0,0
426,701-151-005-2533-021,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,1,1,1,0,3,0,0
427,701-151-005-2533-024,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,9,0,1,1,1,0,5,0,0
428,701-151-005-2533-030,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,9,0,2,1,1,0,3,0,0
429,701-151-005-2729-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,0,0,1,0,0
430,701-151-005-2730-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,1,0,1,0,0
431,701-151-005-2755-018,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,0,1,1,1,0,2,0,0
432,701-151-005-2823-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
433,701-151-005-3504-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,4,3,0,1,3,0,0,4,0,1
434,701-151-005-2826-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,1,0,0
435,701-151-005-3535-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,2,1,1,0,0,1,0,1
436,701-151-005-3531-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,1,3,0,1,0,0,6,0,1
437,701-151-005-3536-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,0,0,1,0,0
438,701-151-005-3514-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,3,9,1,1,0,0,4,0,1
439,701-151-005-3538-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
440,701-151-005-3513-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,0,1,1,0,0,1,0,1
441,701-151-005-3541-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,7,4,3,1,1,0,0,7,0,1
442,701-151-005-2875-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,2,0,0,1,1,0,0
443,701-151-005-3503-001,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,4,3,0,1,1,0,0,4,0,0
444,701-151-005-2815-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,1,0,1,0,1,0,0
445,701-151-005-3534-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,2,1,1,0,0,8,0,0
446,701-151-005-2623-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,1,0,1,0,0
447,701-151-005-2932-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,0,2,0,1,0,2,0,0
448,701-151-005-2941-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,3,1,1,0,1,0,1
449,701-151-005-2824-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
450,701-151-005-2825-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,2,1,0,0,1,0,0
451,701-151-005-3512-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,2,1,1,0,0,1,0,1
452,701-151-005-3515-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,0,1,1,0,0,1,0,1
453,701-151-005-3537-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,1,1,1,0,0,4,0,1
454,701-151-005-3516-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,1,1,1,0,0,1,0,0
455,701-151-005-3518-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
456,701-151-005-3519-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,2,1,1,0,0,3,0,0
457,701-151-005-3520-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,0,0,1,0,0
458,701-151-005-3521-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,2,0,0,4,0,1
459,701-151-005-3539-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,0,0,1,0,0
460,701-151-005-3522-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,0,1,1,0,0,1,0,1
461,701-151-005-2883-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,0,0,0,1,0,0
462,701-151-005-2884-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,0,0,0,1,0,0
463,701-151-005-2885-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
464,701-151-005-2886-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,0,0,1,0,0
465,701-151-005-2887-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
466,701-151-005-2888-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
467,701-151-005-3517-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,3,1,1,1,0,0,1,0,0
468,701-151-005-3523-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,3,4,0,1,1,0,0,3,0,0
469,701-151-005-3524-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,3,4,0,1,1,0,0,3,0,0
470,701-151-005-3540-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,0,1,1,0,0,1,0,1
471,701-151-005-3525-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,12,5,0,1,1,0,0,12,0,0
472,701-151-005-3532-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
473,701-151-005-3533-001,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,1,0,0,3,0,1
474,701-151-005-2691-015,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,3,1,1,1,0,2,0,0
475,701-151-005-2827-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,0,0,1,0,0
476,701-151-005-2876-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
477,701-151-005-2878-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,1,0,0,0,1,0,0
478,701-151-005-2879-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,1,0,1,0,0
479,701-151-005-2877-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,1,0,0,0,1,0,0
480,701-151-005-2880-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,0,0,0,1,0,0
481,701-151-005-2881-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,0,0,1,0,0
482,701-151-005-2882-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,0,0,1,0,0
483,701-151-005-2691-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,8,1,1,1,1,0,3,0,0
484,701-151-005-3505-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,1,1,1,0,0,1,0,1
485,701-151-005-3506-001,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,0,0,1,0,1
486,701-151-005-3504-004,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,9,4,0,2,1,0,0,9,0,1
487,701-151-005-3510-001,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,3,4,1,2,1,0,0,2,0,1
488,701-151-005-2622-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,1,0,1,0,0
489,701-151-005-3574-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,2,3,4,1,1,0,0,2,0,1
490,701-151-005-2691-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,1,1,1,1,0,4,0,0
491,701-151-005-3509-001,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,2,0,1,2,0,0,1,0,1
492,701-151-005-2691-012,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,5,1,1,1,1,0,5,0,0
493,701-151-005-3507-001,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,0,0,1,0,1
494,701-151-005-3508-001,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,0,0,2,0,1
495,701-151-005-2889-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,0,1,0,1,0,0
496,701-151-005-3542-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,3,0,1,1,0,0,3,0,1
497,701-151-005-2890-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,0,1,0,1,0,1,0,0
498,701-151-005-2942-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,2,1,1,0,1,0,1
499,701-151-005-2943-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,2,1,1,0,1,0,1
500,701-151-005-2789-007,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,7,0,1,1,1,0,4,0,1
501,701-151-005-3057-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,6,1,1,1,0,2,0,1
502,701-151-005-2789-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
503,701-151-005-2789-012,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
504,701-151-005-2789-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,1,1,1,0,3,0,1
505,701-151-005-2789-008,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,0,0,2,0,0
506,701-151-005-2789-003,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
507,701-151-005-2843-003,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,1,1,1,1,0,4,0,1
508,701-151-005-2691-008,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,1,1,0,1,0,3,0,0
509,701-151-005-2691-016,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,1,1,1,1,0,3,0,0
510,701-151-005-2691-011,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,1,1,1,0,0,3,0,0
511,701-151-005-3575-001,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,5,4,4,1,1,0,0,6,0,1
